Food_id,Food,Quantity,Measure,weight,unit,prep,GI,Water,Water (DV),Energy,Energy (DV),"Protein
(8g x body 
weight)",Protein (DV),"Total lipid 
(fat)",Total lipid (DV),Carbs,Carbs (DV),Fiber,Fiber (DV),"Sugars, 
total",Sugar (DV),Boron,Boron (DV),Calcium,Calcium (DV),Chloride,Chloride (DV),Chromium,Chromium (DV),Copper,Copper (DV),Fluoride,Fluoride (DV),Iodine,Iodine (DV),Iron,Iron (DV),Magnesium,Magnesium (DV),Manganese,Manganese (DV),Molybdenum,Molybdenum (DV),"Phosphorus, P",Phosphorus (DV),"Potassium, K",Potassium (DV),Selenium,Selenium (DV),Sodium,Sodium (DV),Zinc,Zinc (DV),Thiamin-B1,Thiamin-1 (DV),Riboflavin-B2,Riboflavin (DV),Niacin-B3,Niacin -B3 (DV),B-6,B-6 (DV),B-12,B12 (DV),Biotin-B7,Biotin-B7 (DV),Choline,"Choline
 (DV)","Folate, 
(B9)",Folate (DV),Pantothenic,"Pantothenic
 (DV)",Vitamin-C,Vitamin-C (DV),"Vitamin-A, 
RAE",Vitamin-A (DV),"Vitamin-D
 (IU)",Vitamin-D (DV),"Vitamin E 
(ATEl)",Vitamin E ATE-(DV),"Fatty acids, 
total saturated",Fatty saturated (DV),"Fatty acids, 
total mono","Fatty acids, 
total mono (DV)","Fatty acids, 
total poly","Fatty acids, 
total poly (DV)","Fatty acids, 
total trans","Fatty acids (DV)
total trans",Cholesterol,"Cholesterol 
(DV)",omega-3,"omega-3
(DV)",omega-6,"omega-6 
(DV)",Alanine,Arginine,Aspartic Acid,Cystenine,Glutamic Acid,Glycine,Histidine,Isoleucine,Leucine,Lysine,Methionine,Phenylalanine,Proline,Serine,Threonine,Tryptophan,Tyrosine,Valine
92,Soy_beans_p25_cup,0.25,cup,43,grams,cooked,very low,26.9,0.01345,74.4,0.0372,7.15,0.127678571,3.8575,0.047623457,4.275,0.01425,2.58,0.1032,1.29,0.0258,0,0,43.85,0.04385,0,0,0,0,0.175,0.194444444,0,0,0,0,2.2,0.122222222,37,0.0925,0.355,0.1775,32.25,0.716666667,105.35,0.1505,221.45,0.063271429,3.14,0.057090909,0.43,0.000286667,0.495,0.045,0.0675,0.05625,0.1225,0.094230769,0.175,0.0109375,0.1,0.058823529,0,0,0,0,20.425,0.048058824,23.22,0.05805,0.0775,0.0155,0.73,0.009733333,0.1925,0.000213889,0,0,0.15,0.01,0.5575,0.025340909,0.8525,0.050147059,2.1775,0.128088235,0,0,0,0,0.2575,0.107291667,1.92,0.266666667,0.3175,0.525,0.85,0.11,1.31,0.3125,0.1825,0.325,0.55,0.45,0.09,0.35,0.395,0.3925,0.295,0.0975,0.25,0.3375
93,Seaweed_dulse_1_tblspn,1,tblsp,5,grams,dried,low,0.33,0.000165,10.85,0.005425,1.8,0.032142857,0.09,0.001111111,1.2,0.004,0.09,0.0036,0.02,0.0004,0,0,21.8,0.0218,0,0,0,0,0.08,0.088888889,0,0,750,5,0.56,0.031111111,0.62,0.00155,0.31,0.155,0,0,18,0.025714286,111,0.031714286,0,0,15,0.01,0.33,0.03,0.03,0.025,0.14,0.107692308,0.46,0.02875,0.05,0.029411765,0,0,0,0,0,0,0,0,0.16,0.032,12.16,0.162133333,81,0.09,0,0,0,0,0.02,0.000909091,0.01,0.000588235,0.03,0.001764706,0,0,0,0,0,0,0,0,0.2,0.09,0.18,0.03,0.17,0.11,0.04,0.08,0.16,0.07,0.05,0.09,0.08,0.09,0.07,0.01,0.08,0.13
94,Seaweed_dulse_p5_tblspn,0.5,tblsp,2.5,grams,dried,low,0.165,0.0000825,5.425,0.0027125,0.9,0.016071429,0.045,0.000555556,0.6,0.002,0.045,0.0018,0.01,0.0002,0,0,10.9,0.0109,0,0,0,0,0.04,0.044444444,0,0,375,2.5,0.28,0.015555556,0.31,0.000775,0.155,0.0775,0,0,9,0.012857143,55.5,0.015857143,0,0,7.5,0.005,0.165,0.015,0.015,0.0125,0.07,0.053846154,0.23,0.014375,0.025,0.014705882,0,0,0,0,0,0,0,0,0.08,0.016,6.08,0.081066667,40.5,0.045,0,0,0,0,0.01,0.000454545,0.005,0.000294118,0.015,0.000882353,0,0,0,0,0,0,0,0,0.1,0.045,0.09,0.015,0.085,0.055,0.02,0.04,0.08,0.035,0.025,0.045,0.04,0.045,0.035,0.005,0.04,0.065
95,Seaweed_dulse_p2_tblspn,0.2,tblsp,0.5,grams,dried,low,0.033,0.0000165,1.085,0.0005425,0.18,0.003214286,0.009,0.000111111,0.12,0.0004,0.009,0.00036,0.002,0.00004,0,0,2.18,0.00218,0,0,0,0,0.008,0.008888889,0,0,75,0.5,0.056,0.003111111,0.062,0.000155,0.031,0.0155,0,0,1.8,0.002571429,11.1,0.003171429,0,0,1.5,0.001,0.033,0.003,0.003,0.0025,0.014,0.010769231,0.046,0.002875,0.005,0.002941176,0,0,0,0,0,0,0,0,0.016,0.0032,1.216,0.016213333,8.1,0.009,0,0,0,0,0.002,9.09E-05,0.001,5.88E-05,0.003,0.000176471,0,0,0,0,0,0,0,0,0.02,0.009,0.018,0.003,0.017,0.011,0.004,0.008,0.016,0.007,0.005,0.009,0.008,0.009,0.007,0.001,0.008,0.013
96,Corn_1_cup,1,cup,77,grams,cooked,medium,56.5,0.02825,74,0.037,2.63,0.046964286,1.16,0.014320988,16.15,0.053833333,1.85,0.074,3.5,0.07,37.6,0.012533333,2.31,0.00231,0,0,0,0,0.04,0.044444444,0,0,0,0,0.35,0.019444444,20,0.05,0.13,0.065,0,0,59,0.084285714,168,0.048,0.15,0.002727273,0.77,0.000513333,0.48,0.043636364,0.07,0.058333333,0.04,0.030769231,1.3,0.08125,0.11,0.064705882,0,0,0,0,22.41,0.052729412,17.7,0.04425,0.61,0.122,4.24,0.056533333,10.13,0.011255556,0,0,0.07,0.004666667,0.15,0.006818182,0.3,0.017647059,0.46,0.027058824,0,0,0,0,0.01,0.004166667,0.45,0.0625,0.23,0.1,0.19,0.02,0.5,0.1,0.07,0.1,0.28,0.11,0.05,0.12,0.23,0.12,0.1,0.02,0.1,0.15
97,Corn_p5_cup,0.5,cup,38.5,grams,cooked,medium,28.25,0.014125,37,0.0185,1.315,0.023482143,0.58,0.007160494,8.075,0.026916667,0.925,0.037,1.75,0.035,18.8,0.006266667,1.155,0.001155,0,0,0,0,0.02,0.022222222,0,0,0,0,0.175,0.009722222,10,0.025,0.065,0.0325,0,0,29.5,0.042142857,84,0.024,0.075,0.001363636,0.385,0.000256667,0.24,0.021818182,0.035,0.029166667,0.02,0.015384615,0.65,0.040625,0.055,0.032352941,0,0,0,0,11.205,0.026364706,8.85,0.022125,0.305,0.061,2.12,0.028266667,5.065,0.005627778,0,0,0.035,0.002333333,0.075,0.003409091,0.15,0.008823529,0.23,0.013529412,0,0,0,0,0.005,0.002083333,0.225,0.03125,0.115,0.05,0.095,0.01,0.25,0.05,0.035,0.05,0.14,0.055,0.025,0.06,0.115,0.06,0.05,0.01,0.05,0.075
98,Corn_p25_cup,0.25,cup,19.25,grams,cooked,medium,14.125,0.0070625,18.5,0.00925,0.6575,0.011741071,0.29,0.003580247,4.0375,0.013458333,0.4625,0.0185,0.875,0.0175,9.4,0.003133333,0.5775,0.0005775,0,0,0,0,0.01,0.011111111,0,0,0,0,0.0875,0.004861111,5,0.0125,0.0325,0.01625,0,0,14.75,0.021071429,42,0.012,0.0375,0.000681818,0.1925,0.000128333,0.12,0.010909091,0.0175,0.014583333,0.01,0.007692308,0.325,0.0203125,0.0275,0.016176471,0,0,0,0,5.6025,0.013182353,4.425,0.0110625,0.1525,0.0305,1.06,0.014133333,2.5325,0.002813889,0,0,0.0175,0.001166667,0.0375,0.001704545,0.075,0.004411765,0.115,0.006764706,0,0,0,0,0.0025,0.001041667,0.1125,0.015625,0.0575,0.025,0.0475,0.005,0.125,0.025,0.0175,0.025,0.07,0.0275,0.0125,0.03,0.0575,0.03,0.025,0.005,0.025,0.0375
99,Collard_greens_1_cup,1,cup,190,grams,cooked,very low,171.34,0.08567,62.7,0.03135,5.15,0.091964286,1.37,0.01691358,10.73,0.035766667,7.6,0.304,0.76,0.0152,284,0.094666667,267.9,0.2679,0,0,0,0,0.1,0.111111111,0,0,0,0,2.15,0.119444444,40,0.1,0.97,0.485,0,0,60.8,0.086857143,222.3,0.063514286,0.95,0.017272727,28.5,0.019,0.44,0.04,0.08,0.066666667,0.2,0.153846154,1.09,0.068125,0.24,0.141176471,0,0,0,0,73,0.171764706,30.4,0.076,0.41,0.082,34.6,0.461333333,722,0.802222222,0,0,1.67,0.111333333,0.09,0.004090909,0.05,0.002941176,0.33,0.019411765,0,0,0,0,0.18,0.075,0.14,0.019444444,0.17,0.21,0.31,0.04,0.33,0.15,0.08,0.16,0.25,0.19,0.05,0.14,0.17,0.13,0.14,0.05,0.11,0.2
100,Collard_greens_p5_cup,0.5,cup,95,grams,cooked,very low,85.67,0.042835,31.35,0.015675,2.575,0.045982143,0.685,0.00845679,5.365,0.017883333,3.8,0.152,0.38,0.0076,142,0.047333333,133.95,0.13395,0,0,0,0,0.05,0.055555556,0,0,0,0,1.075,0.059722222,20,0.05,0.485,0.2425,0,0,30.4,0.043428571,111.15,0.031757143,0.475,0.008636364,14.25,0.0095,0.22,0.02,0.04,0.033333333,0.1,0.076923077,0.545,0.0340625,0.12,0.070588235,0,0,0,0,36.5,0.085882353,15.2,0.038,0.205,0.041,17.3,0.230666667,361,0.401111111,0,0,0.835,0.055666667,0.045,0.002045455,0.025,0.001470588,0.165,0.009705882,0,0,0,0,0.09,0.0375,0.07,0.009722222,0.085,0.105,0.155,0.02,0.165,0.075,0.04,0.08,0.125,0.095,0.025,0.07,0.085,0.065,0.07,0.025,0.055,0.1
101,Collard_greens_p25_cup,0.25,cup,47.5,grams,cooked,very low,42.835,0.0214175,15.675,0.0078375,1.2875,0.022991071,0.3425,0.004228395,2.6825,0.008941667,1.9,0.076,0.19,0.0038,71,0.023666667,66.975,0.066975,0,0,0,0,0.025,0.027777778,0,0,0,0,0.5375,0.029861111,10,0.025,0.2425,0.12125,0,0,15.2,0.021714286,55.575,0.015878571,0.2375,0.004318182,7.125,0.00475,0.11,0.01,0.02,0.016666667,0.05,0.038461538,0.2725,0.01703125,0.06,0.035294118,0,0,0,0,18.25,0.042941176,7.6,0.019,0.1025,0.0205,8.65,0.115333333,180.5,0.200555556,0,0,0.4175,0.027833333,0.0225,0.001022727,0.0125,0.000735294,0.0825,0.004852941,0,0,0,0,0.045,0.01875,0.035,0.004861111,0.0425,0.0525,0.0775,0.01,0.0825,0.0375,0.02,0.04,0.0625,0.0475,0.0125,0.035,0.0425,0.0325,0.035,0.0125,0.0275,0.05
102,Mustard_greens_1_cup,1,cup,140,grams,cooked,very low,128,0.064,36.4,0.0182,3.6,0.064285714,0.66,0.008148148,6.31,0.021033333,2.8,0.112,1.97,0.0394,0,0,165.2,0.1652,0,0,0,0,0.2,0.222222222,0,0,0,0,1.22,0.067777778,18.2,0.0455,0.38,0.19,0,0,58.8,0.084,226.8,0.0648,0.84,0.015272727,12.6,0.0084,0.31,0.028181818,0.06,0.05,0.09,0.069230769,0.61,0.038125,0.14,0.082352941,0,0,0,0,0.56,0.001317647,12.6,0.0315,0.17,0.034,35.42,0.472266667,96,0.106666667,0,0,2.49,0.166,0.02,0.000909091,0.15,0.008823529,0.06,0.003529412,0,0,0,0,0.03,0.0125,0.03,0.004166667,0,0.23,0,0.05,0,0,0.06,0.11,0.1,0.14,0.03,0.08,0,0,0.08,0.03,0.17,0.12
103,Mustard_greens_p5_cup,0.5,cup,70,grams,cooked,very low,64,0.032,18.2,0.0091,1.8,0.032142857,0.33,0.004074074,3.155,0.010516667,1.4,0.056,0.985,0.0197,0,0,82.6,0.0826,0,0,0,0,0.1,0.111111111,0,0,0,0,0.61,0.033888889,9.1,0.02275,0.19,0.095,0,0,29.4,0.042,113.4,0.0324,0.42,0.007636364,6.3,0.0042,0.155,0.014090909,0.03,0.025,0.045,0.034615385,0.305,0.0190625,0.07,0.041176471,0,0,0,0,0.28,0.000658824,6.3,0.01575,0.085,0.017,17.71,0.236133333,48,0.053333333,0,0,1.245,0.083,0.01,0.000454545,0.075,0.004411765,0.03,0.001764706,0,0,0,0,0.015,0.00625,0.015,0.002083333,0,0.115,0,0.025,0,0,0.03,0.055,0.05,0.07,0.015,0.04,0,0,0.04,0.015,0.085,0.06
104,Drumstick_3_cup,3,cup,100,grams,cooked,low,88.4,0.0442,36,0.018,2.1,0.0375,0.2,0.002469136,8.2,0.027333333,4.2,0.168,0,0,0,0,20,0.02,0,0,0,0,0.08,0.088888889,0,0,0,0,0.45,0.025,42,0.105,0.241,0.1205,0,0,49,0.07,457,0.130571429,0.7,0.012727273,43,0.028666667,0.42,0.038181818,0.046,0.038333333,0.068,0.052307692,0.59,0.036875,0.112,0.065882353,0,0,0,0,0,0,30,0.075,0.7,0.14,97,1.293333333,4,0.004444444,0,0,0,0,0.031,0.001409091,0.097,0.005705882,0.003,0.000176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Drumstick_p25_cup,0.5,cup,16.66666667,grams,cooked,low,14.73333333,0.007366667,6,0.003,0.35,0.00625,0.033333333,0.000411523,1.366666667,0.004555556,0.7,0.028,0,0,0,0,3.333333333,0.003333333,0,0,0,0,0.013333333,0.014814815,0,0,0,0,0.075,0.004166667,7,0.0175,0.040166667,0.020083333,0,0,8.166666667,0.011666667,76.16666667,0.021761905,0.116666667,0.002121212,7.166666667,0.004777778,0.07,0.006363636,0.007666667,0.006388889,0.011333333,0.008717949,0.098333333,0.006145833,0.018666667,0.010980392,0,0,0,0,0,0,5,0.0125,0.116666667,0.023333333,16.16666667,0.215555556,0.666666667,0.000740741,0,0,0,0,0.005166667,0.000234848,0.016166667,0.00095098,0.0005,2.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Romaine_lettuce_2_cup,2,cup,94,grams,raw,very low,89,0.0445,16,0.008,1.2,0.021428571,0.28,0.00345679,3.1,0.010333333,1.97,0.0788,1.12,0.0224,78.7,0.026233333,31,0.031,53.6,0.0268,1.25,0.035714286,0.05,0.055555556,0,0,3.1,0.020666667,0.9,0.05,13.16,0.0329,0.15,0.075,5.64,0.125333333,28.2,0.040285714,232.2,0.066342857,0.38,0.006909091,7.5,0.005,0.22,0.02,0.07,0.058333333,0.06,0.046153846,0.3,0.01875,0.07,0.041176471,0,0,1.8,0.06,9.3,0.021882353,128,0.32,0.13,0.026,3.76,0.050133333,409.37,0.454855556,,0,0.12,0.008,0.04,0.001818182,0.01,0.000588235,0.15,0.008823529,0,0,0,0,0.11,0.045833333,0.04,0.005555556,0.05,0.05,0.13,0.01,0.17,0.05,0.02,0.04,0.07,0.06,0.01,0.06,0.04,0.05,0.04,0.01,0.02,0.05
107,Romaine_lettuce_1_cup,1,cup,47,grams,raw,very low,44.5,0.02225,8,0.004,0.6,0.010714286,0.14,0.001728395,1.55,0.005166667,0.985,0.0394,0.56,0.0112,39.35,0.013116667,15.5,0.0155,26.8,0.0134,0.625,0.017857143,0.025,0.027777778,0,0,1.55,0.010333333,0.45,0.025,6.58,0.01645,0.075,0.0375,2.82,0.062666667,14.1,0.020142857,116.1,0.033171429,0.19,0.003454545,3.75,0.0025,0.11,0.01,0.035,0.029166667,0.03,0.023076923,0.15,0.009375,0.035,0.020588235,0,0,0.9,0.03,4.65,0.010941176,64,0.16,0.065,0.013,1.88,0.025066667,204.685,0.227427778,0,0,0.06,0.004,0.02,0.000909091,0.005,0.000294118,0.075,0.004411765,0,0,0,0,0.055,0.022916667,0.02,0.002777778,0.025,0.025,0.065,0.005,0.085,0.025,0.01,0.02,0.035,0.03,0.005,0.03,0.02,0.025,0.02,0.005,0.01,0.025
108,Romaine_lettuce_0.25_cup,0.25,cup,11.75,grams,raw,very low,11.125,0.0055625,2,0.001,0.15,0.002678571,0.035,0.000432099,0.3875,0.001291667,0.24625,0.00985,0.14,0.0028,9.8375,0.003279167,3.875,0.003875,6.7,0.00335,0.15625,0.004464286,0.00625,0.006944444,0,0,0.3875,0.002583333,0.1125,0.00625,1.645,0.0041125,0.01875,0.009375,0.705,0.015666667,3.525,0.005035714,29.025,0.008292857,0.0475,0.000863636,0.9375,0.000625,0.0275,0.0025,0.00875,0.007291667,0.0075,0.005769231,0.0375,0.00234375,0.00875,0.005147059,0,0,0.225,0.0075,1.1625,0.002735294,16,0.04,0.01625,0.00325,0.47,0.006266667,51.17125,0.056856944,0,0,0.015,0.001,0.005,0.000227273,0.00125,7.35E-05,0.01875,0.001102941,0,0,0,0,0.01375,0.005729167,0.005,0.000694444,0.00625,0.00625,0.01625,0.00125,0.02125,0.00625,0.0025,0.005,0.00875,0.0075,0.00125,0.0075,0.005,0.00625,0.005,0.00125,0.0025,0.00625
109,Artichoke_p6_cup,0.6,cup,100,grams,cooked,low,84,0.042,53,0.0265,2.9,0.051785714,0.34,0.004197531,11.95,0.039833333,5.7,0.228,1,0.02,0,0,21,0.021,0,0,0,0,0.13,0.144444444,0,0,0,0,0.6,0.033333333,42,0.105,0.23,0.115,0,0,73,0.104285714,286,0.081714286,0.2,0.003636364,60,0.04,0.4,0.036363636,0.05,0.041666667,0.09,0.069230769,1.11,0.069375,0.08,0.047058824,0,0,0,0,34.4,0.080941176,89,0.2225,0.24,0.048,7.4,0.098666667,1,0.001111111,0,0,0.19,0.012666667,0.079,0.003590909,0.011,0.000647059,0.145,0.008529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Okra_1_cup,1,cup,100,grams,cooked,low,92.6,0.0463,94,0.047,1.87,0.033392857,0.21,0.002592593,4.5,0.015,2.5,0.1,2.4,0.048,0,0,77,0.077,0,0,0,0,0.085,0.094444444,0,0,0,0,0.028,0.001555556,36,0.09,0.294,0.147,0,0,32,0.045714286,135,0.038571429,0.4,0.007272727,6,0.004,0.43,0.039090909,0.132,0.11,0.06,0.046153846,0.871,0.0544375,0.187,0.11,0,0,0,0,8.7,0.020470588,46,0.115,0.213,0.0426,16.3,0.217333333,14,0.015555556,0,0,0.27,0.018,0.045,0.002045455,0.028,0.001647059,0.046,0.002705882,0,0,0,0,0,0,0,0,0.068,0.078,0.135,0.018,0.253,0.041,0.029,0.065,0.098,0.075,0.02,0.061,0.042,0.041,0.061,0.016,0.081,0.085
110,Okra_p5_cup,0.5,cup,50,grams,cooked,low,46.3,0.02315,47,0.0235,0.935,0.016696429,0.105,0.001296296,2.25,0.0075,1.25,0.05,1.2,0.024,0,0,38.5,0.0385,0,0,0,0,0.0425,0.047222222,0,0,0,0,0.014,0.000777778,18,0.045,0.147,0.0735,0,0,16,0.022857143,67.5,0.019285714,0.2,0.003636364,3,0.002,0.215,0.019545455,0.066,0.055,0.03,0.023076923,0.4355,0.02721875,0.0935,0.055,0,0,0,0,4.35,0.010235294,23,0.0575,0.1065,0.0213,8.15,0.108666667,7,0.007777778,0,0,0.135,0.009,0.0225,0.001022727,0.014,0.000823529,0.023,0.001352941,0,0,0,0,0,0,0,0,0.034,0.039,0.0675,0.009,0.1265,0.0205,0.0145,0.0325,0.049,0.0375,0.01,0.0305,0.021,0.0205,0.0305,0.008,0.0405,0.0425
111,crimi_mushroom_1_cup,1,cup,72,grams,raw,very low,66.33,0.033165,15.84,0.00792,1.8,0.032142857,0.07,0.000864198,3.1,0.010333333,0.43,0.0172,1.24,0.0248,0,0,12.96,0.01296,0,0,0,0,0.36,0.4,0,0,0,0,0.3,0.016666667,6.48,0.0162,0.1,0.05,0,0,86.4,0.123428571,322.6,0.092171429,18.72,0.340363636,4.32,0.00288,0.8,0.072727273,0.07,0.058333333,0.35,0.269230769,2.74,0.17125,0.08,0.047058824,0.07,0.029166667,0,0,15.91,0.037435294,18,0.045,1.08,0.216,0,0,0,0,2.16,0.0054,0.01,0.000666667,,0,0,0,0.03,0.001764706,0,0,0,0,0,0,0.03,0.004166667,0.13,0.09,0.16,0,0.31,0.08,0.05,0.07,0.11,0.18,0.03,0.07,0.13,0.08,0.08,0.04,0.04,0.08
112,crimi_mushroom_p25_cup,0.25,cup,18,grams,raw,very low,16.5825,0.00829125,3.96,0.00198,0.45,0.008035714,0.0175,0.000216049,0.775,0.002583333,0.1075,0.0043,0.31,0.0062,0,0,3.24,0.00324,0,0,0,0,0.09,0.1,0,0,0,0,0.075,0.004166667,1.62,0.00405,0.025,0.0125,0,0,21.6,0.030857143,80.65,0.023042857,4.68,0.085090909,1.08,0.00072,0.2,0.018181818,0.0175,0.014583333,0.0875,0.067307692,0.685,0.0428125,0.02,0.011764706,0.0175,0.007291667,0,0,3.9775,0.009358824,4.5,0.01125,0.27,0.054,0,0,0,0,0.54,0.00135,0.0025,0.000166667,0,0,0,0,0.0075,0.000441176,0,0,0,0,0,0,0.0075,0.001041667,0.0325,0.0225,0.04,0,0.0775,0.02,0.0125,0.0175,0.0275,0.045,0.0075,0.0175,0.0325,0.02,0.02,0.01,0.01,0.02
113,Basil_p5_cup,0.5,cup,21,grams,fresh,very low,19.5,0.00975,4.88,0.00244,0.67,0.011964286,0.14,0.001728395,0.56,0.001866667,0.34,0.0136,0.06,0.0012,0,0,37.5,0.0375,0,0,0,0,0.08,0.088888889,0,0,0,0,0.67,0.037222222,13.57,0.033925,0.24,0.12,0,0,11.87,0.016957143,62.54,0.017868571,0.06,0.001090909,0.85,0.000566667,0.17,0.015454545,0.01,0.008333333,0.02,0.015384615,0.19,0.011875,0.03,0.017647059,0,0,0,0,2.42,0.005694118,14.42,0.03605,0.04,0.008,3.82,0.050933333,55.91,0.062122222,0,0,0.17,0.011333333,0.01,0.000454545,0.02,0.001176471,0.08,0.004705882,0,0,0,0,0.07,0.029166667,0.02,0.002777778,0.03,0.02,0.06,0.01,0.06,0.03,0.01,0.02,0.04,0.02,0.01,0.03,0.02,0.02,0.02,0.01,0.02,0.03
114,Basil_4_tblspn,4,tblsp,5,grams,fresh,very low,4.642857143,0.002321429,1.161904762,0.000580952,0.15952381,0.002848639,0.033333333,0.000411523,0.133333333,0.000444444,0.080952381,0.003238095,0.014285714,0.000285714,0,0,8.928571429,0.008928571,0,0,0,0,0.019047619,0.021164021,0,0,0,0,0.15952381,0.008862434,3.230952381,0.008077381,0.057142857,0.028571429,0,0,2.826190476,0.004037415,14.89047619,0.004254422,0.014285714,0.00025974,0.202380952,0.000134921,0.04047619,0.003679654,0.002380952,0.001984127,0.004761905,0.003663004,0.045238095,0.002827381,0.007142857,0.004201681,0,0,0,0,0.576190476,0.001355742,3.433333333,0.008583333,0.00952381,0.001904762,0.90952381,0.012126984,13.31190476,0.014791005,0,0,0.04047619,0.002698413,0.002380952,0.000108225,0.004761905,0.000280112,0.019047619,0.001120448,0,0,0,0,0.016666667,0.006944444,0.004761905,0.000661376,0.007142857,0.004761905,0.014285714,0.002380952,0.014285714,0.007142857,0.002380952,0.004761905,0.00952381,0.004761905,0.002380952,0.007142857,0.004761905,0.004761905,0.004761905,0.002380952,0.004761905,0.007142857
115,Arrowroot_p8_cup,0.8,cup,100,grams,fresh,low,80,0.04,65,0.0325,4.24,0.075714286,0.2,0.002469136,13.4,0.044666667,1.3,0.052,0,0,0,0,6,0.006,0,0,0,0,0.121,0.134444444,0,0,0,0,2.22,0.123333333,25,0.0625,0.174,0.087,0,0,98,0.14,454,0.129714286,0.7,0.012727273,26,0.017333333,0.63,0.057272727,0.143,0.119166667,0.059,0.045384615,1.69,0.105625,0.266,0.156470588,0,0,0,0,0,0,338,0.845,0.292,0.0584,1.9,0.025333333,1,0.001111111,0,0,0,0,0.039,0.001772727,0.004,0.000235294,0.092,0.005411765,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Alfalfa_Sprouts_1_cup,1,tblsp,3,grams,fresh,low,2.78,0.00139,0.69,0.000345,0.12,0.002142857,0.021,0.000259259,0.063,0.00021,0.057,0.00228,0.006,0.00012,0,0,0.96,0.00096,0,0,0,0,0.005,0.005555556,0,0,0,0,0.029,0.001611111,0.81,0.002025,0.006,0.003,0,0,2.1,0.003,2.37,0.000677143,0.081,0.001472727,0.18,0.00012,0.028,0.002545455,0.002,0.001666667,0.004,0.003076923,0.014,0.000875,0.001,0.000588235,0,0,0,0,0.432,0.001016471,1.08,0.0027,0.017,0.0034,0.246,0.00328,0.24,0.000266667,0,0,0.001,6.67E-05,0.002,9.09E-05,0.002,0.000117647,0.012,0.000705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.008,0.006,0,0,0,0,0.004,0,0,0.004
117,White_Radish_1_cup,1,cup,147,grams,cooked,low,94.4,0.0472,17,0.0085,0.66,0.011785714,0.24,0.002962963,1.81,0.006033333,1.6,0.064,1.81,0.0362,0,0,17,0.017,0,0,0,0,0.1,0.111111111,0,0,0,0,0.15,0.008333333,9,0.0225,0,0,0,0,24,0.034285714,283,0.080857143,0.7,0.012727273,275,0.183333333,0.13,0.011818182,0,0,0.02,0.015384615,0.15,0.009375,0.04,0.023529412,0,0,0,0,6.8,0.016,17,0.0425,0,0,15,0.2,0,0,0,0,0,0,0.07,0.003181818,0,0,0,0,0,0,0,0,0.07,0.029166667,0.04,0.005555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,White_Radish_p5_cup,0.5,cup,73.5,grams,cooked,low,47.2,0.0236,8.5,0.00425,0.33,0.005892857,0.12,0.001481481,0.905,0.003016667,0.8,0.032,0.905,0.0181,0,0,8.5,0.0085,0,0,0,0,0.05,0.055555556,0,0,0,0,0.075,0.004166667,4.5,0.01125,0,0,0,0,12,0.017142857,141.5,0.040428571,0.35,0.006363636,137.5,0.091666667,0.065,0.005909091,0,0,0.01,0.007692308,0.075,0.0046875,0.02,0.011764706,0,0,0,0,3.4,0.008,8.5,0.02125,0,0,7.5,0.1,0,0,0,0,0,0,0.035,0.001590909,0,0,0,0,0,0,0,0,0.035,0.014583333,0.02,0.002777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,White_Radish_p25_cup,0.25,cup,36.75,grams,cooked,low,23.6,0.0118,4.25,0.002125,0.165,0.002946429,0.06,0.000740741,0.4525,0.001508333,0.4,0.016,0.4525,0.00905,0,0,4.25,0.00425,0,0,0,0,0.025,0.027777778,0,0,0,0,0.0375,0.002083333,2.25,0.005625,0,0,0,0,6,0.008571429,70.75,0.020214286,0.175,0.003181818,68.75,0.045833333,0.0325,0.002954545,0,0,0.005,0.003846154,0.0375,0.00234375,0.01,0.005882353,0,0,0,0,1.7,0.004,4.25,0.010625,0,0,3.75,0.05,0,0,0,0,0,0,0.0175,0.000795455,0,0,0,0,0,0,0,0,0.0175,0.007291667,0.01,0.001388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Karela_p75_medium,0.75,medium,100,grams,fresh,low,94,0.047,17,0.0085,1,0.017857143,0.17,0.002098765,3.7,0.012333333,2.8,0.112,0,0,0,0,19,0.019,0,0,0,0,0.03,0.033333333,0,0,0,0,0.43,0.023888889,17,0.0425,0.09,0.045,5,0.111111111,31,0.044285714,296,0.084571429,0.2,0.003636364,5,0.003333333,0.8,0.072727273,0.04,0.033333333,0.04,0.030769231,0.4,0.025,0.04,0.023529412,0,0,0,0,0,0,72,0.18,0.21,0.042,84,1.12,23.55,0.026166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
